Hostname                                  Interface     Status   Description                             Optics              Serial
CNTM-IPB-PPE-RT-02_현장점검.txt               |xe-11/0/7     |Up       |CNTM-LTE-ENB-L3SW-01-TE7/4              |SFP+-10G-SR         |MTB1FH5
CNTM-IPB-PPE-RT-02_현장점검.txt               |xe-11/0/8     |Up       |CNTM-IBC-01-Te6/1/1_ALU                 |SFP+-10G-LR         |JC92017115
CNTM-IPB-PPE-RT-02_현장점검.txt               |xe-11/0/9     |Up       |CNTM-IBC-02-Te6/1/4_ALU                 |SFP+-10G-LR         |K8V2008557
CNTM-IPB-PPE-RT-02_현장점검.txt               |xe-11/0/10    |Up       |CNTM-IPB-RNC-L3SW-01-TE-8/0/0           |SFP+-10G-SR         |A09C0UD
CNTM-IPB-PPE-RT-02_현장점검.txt               |xe-11/0/11    |Up       |BUAM-IPB_PPE-RT-02_xe-11/1/1_N000002956467|SFP+-10G-LR         |K8W2015491
CNTM-IPB-PPE-RT-02_현장점검.txt               |xe-11/0/12    |Up       |BUAM-IPB_PPE-RT-02_xe-1/1/3_N000016235548|SFP+-10G-LR         |JC22022118
CNTM-IPB-PPE-RT-02_현장점검.txt               |xe-11/0/13    |Up       |BUAM-IPB_PPE-RT-02_xe-1/1/1_N000002942406|SFP+-10G-LR         |K8W2011801
CNTM-IPB-PPE-RT-02_현장점검.txt               |xe-11/0/14    |Up       |DNSN-IPB-P-RT-03-xe-1/3/0_N000002940926 |SFP+-10G-LR         |K8W2011271
CNTM-IPB-PPE-RT-02_현장점검.txt               |xe-11/0/15    |Up       |DNSN-IPB-P-RT-03-xe-10/3/1/_N000002940929|SFP+-10G-LR         |K8W2014601
CNTM-IPB-PPE-RT-02_현장점검.txt               |xe-11/0/16    |Up       |CNTM-IPB_CORE-RT-01-10GE7/0/33          |SFP+-10G-LR         |JC22015780
CNTM-IPB-PPE-RT-02_현장점검.txt               |xe-11/0/17    |Down     |NONE                                    |X                   |X
CNTM-IPB-PPE-RT-02_현장점검.txt               |xe-11/0/18    |Up       |CNTM-IPB_CORE-RT-01-10GE7/0/4           |SFP+-10G-LR         |JC22016451
CNTM-IPB-PPE-RT-02_현장점검.txt               |xe-11/0/19    |Down     |CNTM-IPB-PPE-RT-01_xe-11/0/19           |SFP+-10G-SR         |MTB1J5Z
CNTM-IPB-PPE-RT-02_현장점검.txt               |xe-11/1/0     |Up       |DNSN-IPB_P-RT-04-xe-8/1/0_N000017824745 |SFP+-10G-LR         |JC22023189
CNTM-IPB-PPE-RT-02_현장점검.txt               |xe-11/1/1     |Up       |DNSN-IPB-P-RT-04-xe-2/1/2_N000015116679 |SFP+-10G-LR         |K8V2007829
CNTM-IPB-PPE-RT-02_현장점검.txt               |xe-11/1/2     |Up       |DNSN-IPB-P-RT-01-xe-10/1/0_N000002944024|SFP+-10G-LR         |K8W2015456
CNTM-IPB-PPE-RT-02_현장점검.txt               |xe-11/1/3     |Up       |CNTM-IBC-02-Te3/1/2_ALU                 |SFP+-10G-LR         |JC22015691
CNTM-IPB-PPE-RT-02_현장점검.txt               |xe-11/1/4     |Up       |CNTM-IPB-L3SW-01-TE4/1                  |SFP+-10G-SR         |MTJ03ZJ
CNTM-IPB-PPE-RT-02_현장점검.txt               |xe-11/1/5     |Up       |CNTM-IBC-02-Te6/1/5_ALU                 |SFP+-10G-LR         |K8V2008547
CNTM-IPB-PPE-RT-02_현장점검.txt               |xe-11/1/6     |Up       |CNTM-LTE-ENB-L3SW-02-TE7/2              |SFP+-10G-SR         |AQ31GZL
CNTM-IPB-PPE-RT-02_현장점검.txt               |xe-11/1/7     |Up       |CNTM-IPB-RNC-L3SW-04-TE-8/0/0           |SFP+-10G-SR         |A09BZD3
CNTM-IPB-PPE-RT-02_현장점검.txt               |xe-11/1/8     |Up       |CNTM-IBC-02-Te6/1/1_ALU                 |SFP+-10G-LR         |K8W2015135
CNTM-IPB-PPE-RT-02_현장점검.txt               |xe-11/1/9     |Up       |CNTM-LTE-ENB-L3SW-02-TE3/4              |SFP+-10G-SR         |AQ32F9K
CNTM-IPB-PPE-RT-02_현장점검.txt               |xe-11/1/10    |Up       |CNTM-IBC-02-Te6/1/3_ALU                 |SFP+-10G-LR         |K8W2015141
CNTM-IPB-PPE-RT-02_현장점검.txt               |xe-11/1/11    |Up       |CNTM-IBC-02_Te5/0/0_HUAWEI              |SFP+-10G-LR         |K8U2008052
CNTM-IPB-PPE-RT-02_현장점검.txt               |xe-11/1/12    |Up       |BUAM-IPB_PPE-RT-01_xe-11/1/2_N000003140948|SFP+-10G-LR         |K8U2007923
CNTM-IPB-PPE-RT-02_현장점검.txt               |xe-11/1/13    |Up       |BUAM-IPB_PPE-RT-01_xe-1/1/1_N000002945581|SFP+-10G-LR         |K8W2011567
CNTM-IPB-PPE-RT-02_현장점검.txt               |xe-11/1/14    |Up       |BUAM-IPB_PPE-RT-02_xe-11/0/2_N000002945583|SFP+-10G-LR         |K8V2008180
CNTM-IPB-PPE-RT-02_현장점검.txt               |xe-11/1/15    |Up       |DNSN-IPB_P-RT-01-xe-9/3/1_N000002942616 |SFP+-10G-LR         |K8V2008563
CNTM-IPB-PPE-RT-02_현장점검.txt               |xe-11/1/16    |Up       |DNSN-IPB-P-RT-02-xe-2/2/2_N000002944015 |SFP+-10G-LR         |K8V2008877
CNTM-IPB-PPE-RT-02_현장점검.txt               |xe-11/1/17    |Up       |DNSN-IPB_P-RT-03-xe-10/2/2_N000002945550|SFP+-10G-LR         |K8W2011721
CNTM-IPB-PPE-RT-02_현장점검.txt               |xe-11/1/18    |Up       |DNSN-IPB-P-RT-02-xe-3/1/2_N000015116677 |SFP+-10G-LR         |K8W2015105
CNTM-IPB-PPE-RT-02_현장점검.txt               |xe-11/1/19    |Up       |BUAM-IPB_PPE-RT-02_xe-1/0/3_N000018064783|SFP+-10G-LR         |K8V2008655
DNSN-IPB-P-RT-01_a.txt                    |xe-0/0/0      |Up       |DNSN-IPB_PE-RT-11-Te0/0/0/1             |XFP-10G-SR          |T10G26460
DNSN-IPB-P-RT-01_a.txt                    |xe-0/1/0      |Up       |TAEP-IPB_PPE-RT-01_xe-1/0/0_N000017680763|XFP-10G-LR          |UW502AJ
DNSN-IPB-P-RT-01_a.txt                    |ge-0/2/0      |Down     |                                        |SFP-SX              |AC1047S059S
DNSN-IPB-P-RT-01_a.txt                    |ge-0/2/1      |Down     |                                        |SFP-SX              |AC1047S058G
DNSN-IPB-P-RT-01_a.txt                    |ge-0/2/2      |Down     |                                        |X                   |X
DNSN-IPB-P-RT-01_a.txt                    |ge-0/2/3      |Down     |                                        |X                   |X
DNSN-IPB-P-RT-01_a.txt                    |ge-0/2/4      |Up       |DNSN-IPB-RR-RT-01-Gi0/0/0/0             |SFP-SX              |AC1047S06S5
DNSN-IPB-P-RT-01_a.txt                    |ge-0/2/5      |Down     |                                        |SFP-SX              |AC1047S058J
DNSN-IPB-P-RT-01_a.txt                    |ge-0/2/6      |Down     |                                        |SFP-SX              |AC1047S059U
DNSN-IPB-P-RT-01_a.txt                    |ge-0/2/7      |Down     |                                        |SFP-SX              |AC1047S059Q
DNSN-IPB-P-RT-01_a.txt                    |ge-0/2/8      |Up       |DNSN-IPB-RR-RT-02-Gi0/0/0/0             |SFP-SX              |AC1047S0587
DNSN-IPB-P-RT-01_a.txt                    |ge-0/2/9      |Down     |                                        |X                   |X
DNSN-IPB-P-RT-01_a.txt                    |ge-0/3/0      |Up       |DNSN-IPB_PE-RT-101-Gi7/0/7_T2           |X                   |X
DNSN-IPB-P-RT-01_a.txt                    |ge-0/3/1      |Down     |DNSN-IPB-PROBE-L2SW-01_OLD              |SFP-SX              |AC1047S058D
DNSN-IPB-P-RT-01_a.txt                    |ge-0/3/2      |Down     |                                        |SFP-SX              |AC1047S0566
DNSN-IPB-P-RT-01_a.txt                    |ge-0/3/3      |Down     |                                        |SFP-SX              |AC1047S055E
DNSN-IPB-P-RT-01_a.txt                    |ge-0/3/4      |Down     |                                        |X                   |X
DNSN-IPB-P-RT-01_a.txt                    |ge-0/3/5      |Down     |                                        |X                   |X
DNSN-IPB-P-RT-01_a.txt                    |ge-0/3/6      |Down     |                                        |X                   |X
DNSN-IPB-P-RT-01_a.txt                    |ge-0/3/7      |Down     |                                        |X                   |X
DNSN-IPB-P-RT-01_a.txt                    |ge-0/3/8      |Down     |                                        |X                   |X
DNSN-IPB-P-RT-01_a.txt                    |ge-0/3/9      |Down     |                                        |X                   |X
DNSN-IPB-P-RT-01_a.txt                    |xe-1/0/0      |Up       |DNSN-IPB_PE-RT-05-Te0/7/0/5             |SFP+-10G-SR         |AA17113083F
DNSN-IPB-P-RT-01_a.txt                    |xe-1/0/1      |Up       |DNSN-IPB_PE-RT-11-Te0/1/0/1             |SFP+-10G-SR         |AA17113083G
DNSN-IPB-P-RT-01_a.txt                    |xe-1/0/2      |Up       |DNSN-IPB_PE-RT-03-Te0/6/0/2             |SFP+-10G-SR         |AA171130DYX
DNSN-IPB-P-RT-01_a.txt                    |xe-1/0/3      |Up       |DNSN-IPB_PE-RT-17-GE10/0/0              |SFP+-10G-LR         |HCP2012988
DNSN-IPB-P-RT-01_a.txt                    |xe-1/1/0      |Up       |SKB-IPTV-Daejeon-01                     |SFP+-10G-LR         |G3Q2012708
DNSN-IPB-P-RT-01_a.txt                    |xe-1/1/1      |Down     |NONE                                    |SFP+-10G-LR         |G7G2008171
DNSN-IPB-P-RT-01_a.txt                    |xe-1/1/2      |Up       |WNJU-IPB-PPE-RT-02-xe-1/1/7_N000015997285|SFP+-10G-LR         |AM50ZNN
DNSN-IPB-P-RT-01_a.txt                    |xe-1/1/3      |Down     |NONE                                    |SFP+-10G-LR         |IA82016357
DNSN-IPB-P-RT-01_a.txt                    |xe-1/2/0      |Up       |DNSN-IPB_PE-RT-09-Te0/1/0/1             |SFP+-10G-LR         |H5L2004140
DNSN-IPB-P-RT-01_a.txt                    |xe-1/2/1      |Up       |DNSN-IPB_PE-RT-10-Te0/1/0/1             |SFP+-10G-LR         |H5L2004310
DNSN-IPB-P-RT-01_a.txt                    |xe-1/2/2      |Down     |NONE                                    |SFP+-10G-LR         |IA82015849
DNSN-IPB-P-RT-01_a.txt                    |xe-1/2/3      |Up       |JNJU-NEW-IPB_PPE-RT-01-xe-1/0/0         |SFP+-10G-LR         |AD1913502VG
DNSN-IPB-P-RT-01_a.txt                    |xe-1/3/0      |Up       |DNSN-IPB_PE-RT-15-Te0/2/0/1             |SFP+-10G-LR         |H5L2004406
DNSN-IPB-P-RT-01_a.txt                    |xe-1/3/1      |Up       |GWJU-IPB_PPE-RT-02_xe-1/0/12_N000016910367|SFP+-10G-LR         |J7S2010099
DNSN-IPB-P-RT-01_a.txt                    |xe-1/3/2      |Up       |DNSN-IPB_PE-RT-16-Te0/2/0/1             |SFP+-10G-LR         |H5F2023097
DNSN-IPB-P-RT-01_a.txt                    |xe-1/3/3      |Up       |DNSN-IPB_CORE-RT-01-10GE7/0/2           |SFP+-10G-LR         |IA82016046
DNSN-IPB-P-RT-01_a.txt                    |xe-2/0/0      |Up       |DNSN-IPB_PE-RT-11-Te0/4/0/1             |SFP+-10G-SR         |MTJ02PU
DNSN-IPB-P-RT-01_a.txt                    |xe-2/0/1      |Up       |DNSN-IPB_PE-RT-12-Te0/0/0/1             |SFP+-10G-SR         |MTJ0BGH
DNSN-IPB-P-RT-01_a.txt                    |xe-2/0/2      |Up       |DNSN-IPB_PE-RT-07-Te0/0/0/6             |SFP+-10G-LR         |45T012405407
DNSN-IPB-P-RT-01_a.txt                    |xe-2/0/3      |Up       |DNSN-IPB_PE-RT-18-GE10/0/0              |SFP+-10G-LR         |HCH2007393
DNSN-IPB-P-RT-01_a.txt                    |xe-2/1/0      |Up       |DNSN-IPB-PROBE-L2SW-10G_prb             |SFP+-10G-SR         |APR03V5
DNSN-IPB-P-RT-01_a.txt                    |xe-2/1/1      |Up       |DNSN-IPB_PE-RT-07-Te0/2/0/6             |SFP+-10G-LR         |45T012403337
DNSN-IPB-P-RT-01_a.txt                    |xe-2/1/2      |Up       |DNSN-IPB_PE-RT-09-Te0/0/0/6             |SFP+-10G-LR         |APR2U35
DNSN-IPB-P-RT-01_a.txt                    |xe-2/1/3      |Up       |DNSN-IPB_PE-RT-15-Te0/0/0/2             |SFP+-10G-LR         |AD18255007K
DNSN-IPB-P-RT-01_a.txt                    |xe-2/2/0      |Up       |SNSU-IPB_P-RT-01-xe-1/1/2_B12X05050     |SFP+-10G-LR         |ATN00FS
DNSN-IPB-P-RT-01_a.txt                    |xe-2/2/1      |Up       |DNSN-IPB_PE-RT-04-Te0/3/0/2             |SFP+-10G-SR         |MTJ0BDH
DNSN-IPB-P-RT-01_a.txt                    |xe-2/2/2      |Up       |CNTM-IPB_PPE-RT-02-xe-1/1/17_N000002944014|SFP+-10G-LR         |APE0HCC
DNSN-IPB-P-RT-01_a.txt                    |xe-2/2/3      |Down     |NONE                                    |SFP+-10G-SR         |CG22KN0H3
DNSN-IPB-P-RT-01_a.txt                    |xe-2/3/0      |Up       |DNSN-IPB_PE-RT-06-Te0/0/0/16            |SFP+-10G-SR         |MTJ0FLB
DNSN-IPB-P-RT-01_a.txt                    |xe-2/3/1      |Up       |CNTM-IPB_PPE-RT-01_xe-11/1/17_N000002945548|SFP+-10G-LR         |45T012403322
DNSN-IPB-P-RT-01_a.txt                    |xe-2/3/2      |Up       |DNSN-IPB_PE-RT-09-Te0/0/0/2             |SFP+-10G-LR         |AV90HD9
DNSN-IPB-P-RT-01_a.txt                    |xe-2/3/3      |Down     |NONE                                    |X                   |X
DNSN-IPB-P-RT-01_a.txt                    |xe-3/0/0      |Up       |DNSN-IPB_PE-RT-13-Te0/0/0/1             |SFP+-10G-LR         |G3R2009934
DNSN-IPB-P-RT-01_a.txt                    |xe-3/0/1      |Down     |NONE                                    |SFP+-10G-LR         |E8B2018287
DNSN-IPB-P-RT-01_a.txt                    |xe-3/0/2      |Up       |CNTM-IPB_PPE-RT-01-xe-1/0/14_N000015116633|SFP+-10G-LR         |H2Q2008867
DNSN-IPB-P-RT-01_a.txt                    |xe-3/0/3      |Up       |DNSN-IPB_PE-RT-17-GE20/0/0              |SFP+-10G-LR         |HCP2023616
DNSN-IPB-P-RT-01_a.txt                    |xe-3/1/0      |Up       |DNSN-IPB_PE-RT-03-Te0/2/0/12            |SFP+-10G-SR         |AD17093145R
DNSN-IPB-P-RT-01_a.txt                    |xe-3/1/1      |Up       |GWJU-IPB-PPE-RT-01_xe-11/1/11_N000015116674|SFP+-10G-LR         |G9I2004171
DNSN-IPB-P-RT-01_a.txt                    |xe-3/1/2      |Down     |NONE                                    |SFP+-10G-LR         |53T021401213
DNSN-IPB-P-RT-01_a.txt                    |xe-3/1/3      |Up       |JNJU-NEW-IPB_PPE-RT-01-xe-11/0/0        |SFP+-10G-LR         |AD182950028
DNSN-IPB-P-RT-01_a.txt                    |xe-3/2/0      |Up       |DNSN-IPB_PE-RT-12-Te0/1/0/1             |SFP+-10G-SR         |AD1709312T4
DNSN-IPB-P-RT-01_a.txt                    |xe-3/2/1      |Up       |TAEP-IPB-PPE-RT-02_xe-11/1/13_N000003009690|SFP+-10G-LR         |G7G2008098
DNSN-IPB-P-RT-01_a.txt                    |xe-3/2/2      |Down     |NONE                                    |SFP+-10G-LR         |G3Q2012563
DNSN-IPB-P-RT-01_a.txt                    |xe-3/2/3      |Up       |GWJU-IPB_PPE-RT-02_xe-11/0/12_N000016910371|SFP+-10G-LR         |AD1920501HL
DNSN-IPB-P-RT-01_a.txt                    |xe-3/3/0      |Up       |DNSN-IPB_PE-RT-03-Te0/1/0/7             |SFP+-10G-SR         |AD170930YPT
DNSN-IPB-P-RT-01_a.txt                    |xe-3/3/1      |Up       |DNSN-IPB_PE-RT-07-Te0/1/0/2             |SFP+-10G-LR         |53T021400615
DNSN-IPB-P-RT-01_a.txt                    |xe-3/3/2      |Up       |DNSN-IPB_PE-RT-08-Te0/1/0/2             |SFP+-10G-LR         |G9I2004190
DNSN-IPB-P-RT-01_a.txt                    |xe-3/3/3      |Up       |DNSN-IPB_PE-RT-17-GE10/0/1              |SFP+-10G-LR         |J822007212
DNSN-IPB-P-RT-01_a.txt                    |xe-4/0/0      |Up       |DNSN-IPB_PE-RT-10-Te0/0/0/6             |SFP+-10G-LR         |G8E2006088
DNSN-IPB-P-RT-01_a.txt                    |xe-4/0/1      |Up       |SNSU-IPB_P-RT-01-xe-9/0/0_B12X03522     |SFP+-10G-LR         |G7F2009142
DNSN-IPB-P-RT-01_a.txt                    |xe-4/0/2      |Up       |CNTM-IPB_PPE-RT-01-xe-1/0/1_N000017824638|SFP+-10G-LR         |AV90JHE
DNSN-IPB-P-RT-01_a.txt                    |xe-4/0/3      |Up       |DNSN-IPB_PE-RT-18-GE20/0/0              |SFP+-10G-LR         |HCP2023562
DNSN-IPB-P-RT-01_a.txt                    |xe-4/1/0      |Up       |DNSN-IPB_PE-RT-06-Te0/7/0/5             |SFP+-10G-SR         |MTJ0EV8
DNSN-IPB-P-RT-01_a.txt                    |xe-4/1/1      |Up       |SNSU-IPB_P-RT-02-xe-9/1/0_B12X02661     |SFP+-10G-LR         |G792010529
DNSN-IPB-P-RT-01_a.txt                    |xe-4/1/2      |Up       |DNSN-IPB_PE-RT-07-Te0/3/0/0             |SFP+-10G-LR         |G932006610
DNSN-IPB-P-RT-01_a.txt                    |xe-4/1/3      |Down     |NONE                                    |SFP+-10G-LR         |AD1825501Y5
DNSN-IPB-P-RT-01_a.txt                    |xe-4/2/0      |Up       |DNSN-IPB_PE-RT-08-Te0/0/0/6             |SFP+-10G-LR         |G8F2005719
DNSN-IPB-P-RT-01_a.txt                    |xe-4/2/1      |Up       |TAEP-IPB-PPE-RT-01_xe-11/1/13_N000002940824|SFP+-10G-LR         |G8F2006330
DNSN-IPB-P-RT-01_a.txt                    |xe-4/2/2      |Up       |DNSN-IPB_PE-RT-07-Te0/3/0/3             |SFP+-10G-LR         |G8F2006304
DNSN-IPB-P-RT-01_a.txt                    |xe-4/2/3      |Up       |JNJU-NEW-IPB_PPE-RT-02-xe-1/0/0         |SFP+-10G-LR         |AD19135018P
DNSN-IPB-P-RT-01_a.txt                    |xe-4/3/0      |Up       |DNSN-IPB_PE-RT-04-Te0/6/0/2             |SFP+-10G-SR         |MTJ0J3Q
DNSN-IPB-P-RT-01_a.txt                    |xe-4/3/1      |Down     |NONE                                    |SFP+-10G-LR         |G8F2006280
DNSN-IPB-P-RT-01_a.txt                    |xe-4/3/2      |Up       |DNSN-IPB_PE-RT-11-Te0/5/0/1             |SFP+-10G-SR         |CG22KN02D
DNSN-IPB-P-RT-01_a.txt                    |xe-4/3/3      |Up       |DNSN-IPB_PE-RT-17-GE20/0/1              |SFP+-10G-LR         |IA82016345
DNSN-IPB-P-RT-01_a.txt                    |xe-5/0/0      |Up       |DNSN-IPB_PE-RT-09-Te0/4/0/8             |SFP+-10G-LR         |AV90KVC
DNSN-IPB-P-RT-01_a.txt                    |xe-5/0/1      |Up       |TAEP-IPB_PPE-RT-01_xe-1/0/1_N000017680767|SFP+-10G-LR         |ATM0GJE
